"Nonce","Incoming/Outgoing","Transaction Status","Category","Recipient Name","Token","Token Symbol","Tag","Token Amount","USD Amount","From Address","To Address","Description","Transaction Hash","Executed at","Transaction fees","Comment"
"2","Outgoing","Success","Core Contributor Rewards","shawnzywonzie#4546","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","Community","5400","--","0x59D5eD62F5AFe81Dea739E757bf7AD00bC533688","0xF67825D3bdE95a0Bbb1a063e06D51b79e7061C05","Monthly Core Contributor Rewards for Community Guild (August)","0xb657de5c6664580c70da2394854ea6780ea7f419b565ac1121d695fc75214001","12-09-2022 17:09:36 +02:00","0.010895 ETH","--"
"2","Outgoing","Success","Core Contributor Rewards","shawnzywonzie#4546","0xa117000000f279D81A1D3cc75430fAA017FA5A2e","ANT","Community","303.99756801945585","600","0x59D5eD62F5AFe81Dea739E757bf7AD00bC533688","0xF67825D3bdE95a0Bbb1a063e06D51b79e7061C05","Monthly Core Contributor Rewards for Community Guild (August)","0xb657de5c6664580c70da2394854ea6780ea7f419b565ac1121d695fc75214001","12-09-2022 17:09:36 +02:00","0.010895 ETH","--"
"2","Outgoing","Success","Core Contributor Rewards","Incandenza#1594","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","Community","1800","--","0x59D5eD62F5AFe81Dea739E757bf7AD00bC533688","0x91bfd8A63e1ae35AaaF44420a169F46dcE74d138","Monthly Core Contributor Rewards for Community Guild (August)","0xb657de5c6664580c70da2394854ea6780ea7f419b565ac1121d695fc75214001","12-09-2022 17:09:36 +02:00","0.010895 ETH","--"
"2","Outgoing","Success","Core Contributor Rewards","Incandenza#1594","0xa117000000f279D81A1D3cc75430fAA017FA5A2e","ANT","Community","101.33252267315194","200","0x59D5eD62F5AFe81Dea739E757bf7AD00bC533688","0x91bfd8A63e1ae35AaaF44420a169F46dcE74d138","Monthly Core Contributor Rewards for Community Guild (August)","0xb657de5c6664580c70da2394854ea6780ea7f419b565ac1121d695fc75214001","12-09-2022 17:09:36 +02:00","0.010895 ETH","--"
"2","Outgoing","Success","Core Contributor Rewards","Ellisliu.x#0931","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","Community","1800","--","0x59D5eD62F5AFe81Dea739E757bf7AD00bC533688","0x9Bb4Bd0E683d7139bf6de998aB363A819C06A5Ed","Monthly Core Contributor Rewards for Community Guild (August)","0xb657de5c6664580c70da2394854ea6780ea7f419b565ac1121d695fc75214001","12-09-2022 17:09:36 +02:00","0.010895 ETH","--"
"2","Outgoing","Success","Core Contributor Rewards","Ellisliu.x#0931","0xa117000000f279D81A1D3cc75430fAA017FA5A2e","ANT","Community","101.33252267315194","200","0x59D5eD62F5AFe81Dea739E757bf7AD00bC533688","0x9Bb4Bd0E683d7139bf6de998aB363A819C06A5Ed","Monthly Core Contributor Rewards for Community Guild (August)","0xb657de5c6664580c70da2394854ea6780ea7f419b565ac1121d695fc75214001","12-09-2022 17:09:36 +02:00","0.010895 ETH","--"
"2","Outgoing","Success","Core Contributor Rewards","phero#0347","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","Community","1800","--","0x59D5eD62F5AFe81Dea739E757bf7AD00bC533688","0xeB31F26fC83bBC6D533751cD8C99F2cfa07cC35b","Monthly Core Contributor Rewards for Community Guild (August)","0xb657de5c6664580c70da2394854ea6780ea7f419b565ac1121d695fc75214001","12-09-2022 17:09:36 +02:00","0.010895 ETH","--"
"2","Outgoing","Success","Core Contributor Rewards","phero#0347","0xa117000000f279D81A1D3cc75430fAA017FA5A2e","ANT","Community","101.33252267315194","200","0x59D5eD62F5AFe81Dea739E757bf7AD00bC533688","0xeB31F26fC83bBC6D533751cD8C99F2cfa07cC35b","Monthly Core Contributor Rewards for Community Guild (August)","0xb657de5c6664580c70da2394854ea6780ea7f419b565ac1121d695fc75214001","12-09-2022 17:09:36 +02:00","0.010895 ETH","--"
"2","Outgoing","Success","Core Contributor Rewards","FMurphy#8381","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","Community","5400","--","0x59D5eD62F5AFe81Dea739E757bf7AD00bC533688","0xdF2B0B3A8db9D5DDb285bD26D296f9D78CA4cF7f","Monthly Core Contributor Rewards for Community Guild (August)","0xb657de5c6664580c70da2394854ea6780ea7f419b565ac1121d695fc75214001","12-09-2022 17:09:36 +02:00","0.010895 ETH","--"
"2","Outgoing","Success","Core Contributor Rewards","FMurphy#8381","0xa117000000f279D81A1D3cc75430fAA017FA5A2e","ANT","Community","303.99756801945585","600","0x59D5eD62F5AFe81Dea739E757bf7AD00bC533688","0xdF2B0B3A8db9D5DDb285bD26D296f9D78CA4cF7f","Monthly Core Contributor Rewards for Community Guild (August)","0xb657de5c6664580c70da2394854ea6780ea7f419b565ac1121d695fc75214001","12-09-2022 17:09:36 +02:00","0.010895 ETH","--"
"","Incoming","Success","Other","","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","","33975","--","0xDacf1065b12849298dc5B47EcE9553094000074F","0x59D5eD62F5AFe81Dea739E757bf7AD00bC533688","--","0x95726e594d443af7de29512fc23fb89e0c0aada041357a60ef8ea138502fcbad","12-09-2022 16:09:00 +02:00","--"
"","Incoming","Success","Other","","0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48","USDC","","1988000000000000","--","0xDacf1065b12849298dc5B47EcE9553094000074F","0x59D5eD62F5AFe81Dea739E757bf7AD00bC533688","--","0x95726e594d443af7de29512fc23fb89e0c0aada041357a60ef8ea138502fcbad","12-09-2022 16:09:00 +02:00","--"
